Area,mnemonic,Economic activity rate - aged 16-64_Numerator,Economic activity rate - aged 16-64_Denominator,Economic activity rate - aged 16-64,Employment rate - aged 16-64_Numerator,Employment rate - aged 16-64_Denominator,Employment rate - aged 16-64,Unemployment rate - aged 16-64_Numerator,Unemployment rate - aged 16-64_Denominator,Unemployment rate - aged 16-64,Unemployment rate - aged 16+_Numerator,Unemployment rate - aged 16+_Denominator,Unemployment rate - aged 16+,% who are economically inactive - aged 16-64_Numerator,% who are economically inactive - aged 16-64_Denominator,% who are economically inactive - aged 16-64,% of economically inactive who want a job_Numerator,% of economically inactive who want a job_Denominator,% of economically inactive who want a job,% of economically inactive who do not want a job_Numerator,% of economically inactive who do not want a job_Denominator,% of economically inactive who do not want a job,Year,Area_Name,Area_Type
nuts316:Stoke-on-Trent,UKG23,,,,,,,,,,,,,,,,,,,,,,2011,Stoke-on-Trent,nuts316
nuts316:Staffordshire CC,UKG24,,,,,,,,,,,,,,,,,,,,,,2011,Staffordshire CC,nuts316
nuts316:Birmingham,UKG31,,,,,,,,,,,,,,,,,,,,,,2011,Birmingham,nuts316
nuts316:Solihull,UKG32,,,,,,,,,,,,,,,,,,,,,,2011,Solihull,nuts316
nuts316:Coventry,UKG33,,,,,,,,,,,,,,,,,,,,,,2011,Coventry,nuts316
nuts316:Dudley,UKG36,,,,,,,,,,,,,,,,,,,,,,2011,Dudley,nuts316
nuts316:Sandwell,UKG37,,,,,,,,,,,,,,,,,,,,,,2011,Sandwell,nuts316
nuts316:Walsall,UKG38,,,,,,,,,,,,,,,,,,,,,,2011,Walsall,nuts316
nuts316:Wolverhampton,UKG39,,,,,,,,,,,,,,,,,,,,,,2011,Wolverhampton,nuts316
nuts316:Peterborough,UKH11,,,,,,,,,,,,,,,,,,,,,,2011,Peterborough,nuts316
nuts316:Cambridgeshire CC,UKH12,,,,,,,,,,,,,,,,,,,,,,2011,Cambridgeshire CC,nuts316
nuts316:Suffolk,UKH14,,,,,,,,,,,,,,,,,,,,,,2011,Suffolk,nuts316
nuts316:Norwich and East Norfolk,UKH15,,,,,,,,,,,,,,,,,,,,,,2011,Norwich and East Norfolk,nuts316
nuts316:North and West Norfolk,UKH16,,,,,,,,,,,,,,,,,,,,,,2011,North and West Norfolk,nuts316
nuts316:Breckland and South Norfolk,UKH17,,,,,,,,,,,,,,,,,,,,,,2011,Breckland and South Norfolk,nuts316
nuts316:Luton,UKH21,,,,,,,,,,,,,,,,,,,,,,2011,Luton,nuts316
nuts316:Hertfordshire,UKH23,,,,,,,,,,,,,,,,,,,,,,2011,Hertfordshire,nuts316
nuts316:Bedford,UKH24,,,,,,,,,,,,,,,,,,,,,,2011,Bedford,nuts316
nuts316:Central Bedfordshire,UKH25,,,,,,,,,,,,,,,,,,,,,,2011,Central Bedfordshire,nuts316
nuts316:Southend-on-Sea,UKH31,,,,,,,,,,,,,,,,,,,,,,2011,Southend-on-Sea,nuts316
nuts316:Thurrock,UKH32,,,,,,,,,,,,,,,,,,,,,,2011,Thurrock,nuts316
nuts316:Essex Haven Gateway,UKH34,,,,,,,,,,,,,,,,,,,,,,2011,Essex Haven Gateway,nuts316
nuts316:West Essex,UKH35,,,,,,,,,,,,,,,,,,,,,,2011,West Essex,nuts316
nuts316:Heart of Essex,UKH36,,,,,,,,,,,,,,,,,,,,,,2011,Heart of Essex,nuts316
nuts316:Essex Thames Gateway,UKH37,,,,,,,,,,,,,,,,,,,,,,2011,Essex Thames Gateway,nuts316
nuts316:Camden and City of London,UKI31,,,,,,,,,,,,,,,,,,,,,,2011,Camden and City of London,nuts316
nuts316:Westminster,UKI32,,,,,,,,,,,,,,,,,,,,,,2011,Westminster,nuts316
nuts316:Kensington & Chelsea and Hammersmith & Fulham,UKI33,,,,,,,,,,,,,,,,,,,,,,2011,Kensington & Chelsea and Hammersmith & Fulham,nuts316
nuts316:Wandsworth,UKI34,,,,,,,,,,,,,,,,,,,,,,2011,Wandsworth,nuts316
nuts316:Hackney and Newham,UKI41,,,,,,,,,,,,,,,,,,,,,,2011,Hackney and Newham,nuts316
nuts316:Tower Hamlets,UKI42,,,,,,,,,,,,,,,,,,,,,,2011,Tower Hamlets,nuts316
nuts316:Haringey and Islington,UKI43,,,,,,,,,,,,,,,,,,,,,,2011,Haringey and Islington,nuts316
nuts316:Lewisham and Southwark,UKI44,,,,,,,,,,,,,,,,,,,,,,2011,Lewisham and Southwark,nuts316
nuts316:Lambeth,UKI45,,,,,,,,,,,,,,,,,,,,,,2011,Lambeth,nuts316
nuts316:Bexley and Greenwich,UKI51,,,,,,,,,,,,,,,,,,,,,,2011,Bexley and Greenwich,nuts316
nuts316:Barking & Dagenham and Havering,UKI52,,,,,,,,,,,,,,,,,,,,,,2011,Barking & Dagenham and Havering,nuts316
nuts316:Redbridge and Waltham Forest,UKI53,,,,,,,,,,,,,,,,,,,,,,2011,Redbridge and Waltham Forest,nuts316
nuts316:Enfield,UKI54,,,,,,,,,,,,,,,,,,,,,,2011,Enfield,nuts316
nuts316:Bromley,UKI61,,,,,,,,,,,,,,,,,,,,,,2011,Bromley,nuts316
nuts316:Croydon,UKI62,,,,,,,,,,,,,,,,,,,,,,2011,Croydon,nuts316
"nuts316:Merton, Kingston upon Thames and Sutton",UKI63,,,,,,,,,,,,,,,,,,,,,,2011,"Merton, Kingston upon Thames and Sutton",nuts316
nuts316:Barnet,UKI71,,,,,,,,,,,,,,,,,,,,,,2011,Barnet,nuts316
nuts316:Brent,UKI72,,,,,,,,,,,,,,,,,,,,,,2011,Brent,nuts316
nuts316:Ealing,UKI73,,,,,,,,,,,,,,,,,,,,,,2011,Ealing,nuts316
nuts316:Harrow and Hillingdon,UKI74,,,,,,,,,,,,,,,,,,,,,,2011,Harrow and Hillingdon,nuts316
nuts316:Hounslow and Richmond upon Thames,UKI75,,,,,,,,,,,,,,,,,,,,,,2011,Hounslow and Richmond upon Thames,nuts316
nuts316:Berkshire,UKJ11,,,,,,,,,,,,,,,,,,,,,,2011,Berkshire,nuts316
nuts316:Milton Keynes,UKJ12,,,,,,,,,,,,,,,,,,,,,,2011,Milton Keynes,nuts316
nuts316:Buckinghamshire CC,UKJ13,,,,,,,,,,,,,,,,,,,,,,2011,Buckinghamshire CC,nuts316
nuts316:Oxfordshire,UKJ14,,,,,,,,,,,,,,,,,,,,,,2011,Oxfordshire,nuts316
nuts316:Brighton and Hove,UKJ21,,,,,,,,,,,,,,,,,,,,,,2011,Brighton and Hove,nuts316
nuts316:East Sussex CC,UKJ22,,,,,,,,,,,,,,,,,,,,,,2011,East Sussex CC,nuts316
nuts316:West Surrey,UKJ25,,,,,,,,,,,,,,,,,,,,,,2011,West Surrey,nuts316
nuts316:East Surrey,UKJ26,,,,,,,,,,,,,,,,,,,,,,2011,East Surrey,nuts316
nuts316:West Sussex (South West),UKJ27,,,,,,,,,,,,,,,,,,,,,,2011,West Sussex (South West),nuts316
nuts316:West Sussex (North East),UKJ28,,,,,,,,,,,,,,,,,,,,,,2011,West Sussex (North East),nuts316
nuts316:Portsmouth,UKJ31,,,,,,,,,,,,,,,,,,,,,,2011,Portsmouth,nuts316
nuts316:Southampton,UKJ32,,,,,,,,,,,,,,,,,,,,,,2011,Southampton,nuts316
nuts316:Isle of Wight,UKJ34,,,,,,,,,,,,,,,,,,,,,,2011,Isle of Wight,nuts316
nuts316:South Hampshire,UKJ35,,,,,,,,,,,,,,,,,,,,,,2011,South Hampshire,nuts316
nuts316:Central Hampshire,UKJ36,,,,,,,,,,,,,,,,,,,,,,2011,Central Hampshire,nuts316
nuts316:North Hampshire,UKJ37,,,,,,,,,,,,,,,,,,,,,,2011,North Hampshire,nuts316
nuts316:Medway,UKJ41,,,,,,,,,,,,,,,,,,,,,,2011,Medway,nuts316
nuts316:Kent Thames Gateway,UKJ43,,,,,,,,,,,,,,,,,,,,,,2011,Kent Thames Gateway,nuts316
nuts316:East Kent,UKJ44,,,,,,,,,,,,,,,,,,,,,,2011,East Kent,nuts316
nuts316:Mid Kent,UKJ45,,,,,,,,,,,,,,,,,,,,,,2011,Mid Kent,nuts316
nuts316:West Kent,UKJ46,,,,,,,,,,,,,,,,,,,,,,2011,West Kent,nuts316
"nuts316:Bristol, City of",UKK11,,,,,,,,,,,,,,,,,,,,,,2011,"Bristol, City of",nuts316
"nuts316:Bath and North East Somerset, North Somerset and South Gloucestershire",UKK12,,,,,,,,,,,,,,,,,,,,,,2011,"Bath and North East Somerset, North Somerset and South Gloucestershire",nuts316
nuts316:Gloucestershire,UKK13,,,,,,,,,,,,,,,,,,,,,,2011,Gloucestershire,nuts316
nuts316:Swindon,UKK14,,,,,,,,,,,,,,,,,,,,,,2011,Swindon,nuts316
nuts316:Wiltshire,UKK15,,,,,,,,,,,,,,,,,,,,,,2011,Wiltshire,nuts316
nuts316:Bournemouth and Poole,UKK21,,,,,,,,,,,,,,,,,,,,,,2011,Bournemouth and Poole,nuts316
nuts316:Dorset CC,UKK22,,,,,,,,,,,,,,,,,,,,,,2011,Dorset CC,nuts316
nuts316:Somerset,UKK23,,,,,,,,,,,,,,,,,,,,,,2011,Somerset,nuts316
nuts316:Cornwall and Isles of Scilly,UKK30,,,,,,,,,,,,,,,,,,,,,,2011,Cornwall and Isles of Scilly,nuts316
nuts316:Plymouth,UKK41,,,,,,,,,,,,,,,,,,,,,,2011,Plymouth,nuts316
nuts316:Torbay,UKK42,,,,,,,,,,,,,,,,,,,,,,2011,Torbay,nuts316
nuts316:Devon CC,UKK43,,,,,,,,,,,,,,,,,,,,,,2011,Devon CC,nuts316
nuts316:Isle of Anglesey,UKL11,,,,,,,,,,,,,,,,,,,,,,2011,Isle of Anglesey,nuts316
nuts316:Gwynedd,UKL12,,,,,,,,,,,,,,,,,,,,,,2011,Gwynedd,nuts316
nuts316:Conwy and Denbighshire,UKL13,,,,,,,,,,,,,,,,,,,,,,2011,Conwy and Denbighshire,nuts316
nuts316:South West Wales,UKL14,,,,,,,,,,,,,,,,,,,,,,2011,South West Wales,nuts316
nuts316:Central Valleys,UKL15,,,,,,,,,,,,,,,,,,,,,,2011,Central Valleys,nuts316
nuts316:Gwent Valleys,UKL16,,,,,,,,,,,,,,,,,,,,,,2011,Gwent Valleys,nuts316
nuts316:Bridgend and Neath Port Talbot,UKL17,,,,,,,,,,,,,,,,,,,,,,2011,Bridgend and Neath Port Talbot,nuts316
nuts316:Swansea,UKL18,,,,,,,,,,,,,,,,,,,,,,2011,Swansea,nuts316
nuts316:Monmouthshire and Newport,UKL21,,,,,,,,,,,,,,,,,,,,,,2011,Monmouthshire and Newport,nuts316
nuts316:Cardiff and Vale of Glamorgan,UKL22,,,,,,,,,,,,,,,,,,,,,,2011,Cardiff and Vale of Glamorgan,nuts316
nuts316:Flintshire and Wrexham,UKL23,,,,,,,,,,,,,,,,,,,,,,2011,Flintshire and Wrexham,nuts316
nuts316:Powys,UKL24,,,,,,,,,,,,,,,,,,,,,,2011,Powys,nuts316
nuts316:Aberdeen City and Aberdeenshire,UKM50,,,,,,,,,,,,,,,,,,,,,,2011,Aberdeen City and Aberdeenshire,nuts316
nuts316:Caithness & Sutherland and Ross & Cromarty,UKM61,,,,,,,,,,,,,,,,,,,,,,2011,Caithness & Sutherland and Ross & Cromarty,nuts316
"nuts316:Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,,,,,,,,,,,,,,,,,,,,,,2011,"Inverness & Nairn and Moray, Badenoch & Strathspey",nuts316
"nuts316:Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM63,,,,,,,,,,,,,,,,,,,,,,2011,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",nuts316
nuts316:Na h-Eileanan Siar (Western Isles),UKM64,,,,,,,,,,,,,,,,,,,,,,2011,Na h-Eileanan Siar (Western Isles),nuts316
nuts316:Orkney Islands,UKM65,,,,,,,,,,,,,,,,,,,,,,2011,Orkney Islands,nuts316
nuts316:Shetland Islands,UKM66,,,,,,,,,,,,,,,,,,,,,,2011,Shetland Islands,nuts316
nuts316:Angus and Dundee City,UKM71,,,,,,,,,,,,,,,,,,,,,,2011,Angus and Dundee City,nuts316
nuts316:Clackmannanshire and Fife,UKM72,,,,,,,,,,,,,,,,,,,,,,2011,Clackmannanshire and Fife,nuts316
nuts316:East Lothian and Midlothian,UKM73,,,,,,,,,,,,,,,,,,,,,,2011,East Lothian and Midlothian,nuts316
"nuts316:Edinburgh, City of",UKM75,,,,,,,,,,,,,,,,,,,,,,2011,"Edinburgh, City of",nuts316
nuts316:Falkirk,UKM76,,,,,,,,,,,,,,,,,,,,,,2011,Falkirk,nuts316
nuts316:Perth & Kinross and Stirling,UKM77,,,,,,,,,,,,,,,,,,,,,,2011,Perth & Kinross and Stirling,nuts316
nuts316:West Lothian,UKM78,,,,,,,,,,,,,,,,,,,,,,2011,West Lothian,nuts316
"nuts316:East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,,,,,,,,,,,,,,,,,,,,,,2011,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",nuts316
nuts316:Glasgow City,UKM82,,,,,,,,,,,,,,,,,,,,,,2011,Glasgow City,nuts316
"nuts316:Inverclyde, East Renfrewshire and Renfrewshire",UKM83,,,,,,,,,,,,,,,,,,,,,,2011,"Inverclyde, East Renfrewshire and Renfrewshire",nuts316
nuts316:North Lanarkshire,UKM84,,,,,,,,,,,,,,,,,,,,,,2011,North Lanarkshire,nuts316
nuts316:Scottish Borders,UKM91,,,,,,,,,,,,,,,,,,,,,,2011,Scottish Borders,nuts316
nuts316:Dumfries & Galloway,UKM92,,,,,,,,,,,,,,,,,,,,,,2011,Dumfries & Galloway,nuts316
nuts316:East Ayrshire and North Ayrshire mainland,UKM93,,,,,,,,,,,,,,,,,,,,,,2011,East Ayrshire and North Ayrshire mainland,nuts316
nuts316:South Ayrshire,UKM94,,,,,,,,,,,,,,,,,,,,,,2011,South Ayrshire,nuts316
nuts316:South Lanarkshire,UKM95,,,,,,,,,,,,,,,,,,,,,,2011,South Lanarkshire,nuts316
nuts316:Hartlepool and Stockton-on-Tees,UKC11,134100,180000,74.5,117700,180000,65.4,16400,134100,12.3,16400,136800,12,45800,180000,25.5,10900,45800,23.7,35000,45800,76.3,2012,Hartlepool and Stockton-on-Tees,nuts316
nuts316:South Teesside,UKC12,124300,172400,72.1,105800,172400,61.4,18400,124300,14.8,18400,126800,14.6,48200,172400,27.9,11200,48200,23.2,37000,48200,76.8,2012,South Teesside,nuts316
nuts316:Darlington,UKC13,50800,66000,77,45200,66000,68.5,5600,50800,11,5600,52000,10.7,15200,66000,23,3600,15200,23.5,11600,15200,76.5,2012,Darlington,nuts316
nuts316:Durham CC,UKC14,238500,326700,73,211800,326700,64.8,26700,238500,11.2,26700,244100,11,88100,326700,27,30100,88100,34.2,58000,88100,65.8,2012,Durham CC,nuts316
nuts316:Northumberland,UKC21,149400,192200,77.7,140800,192200,73.3,8600,149400,5.7,8700,154300,5.6,42800,192200,22.3,8000,42800,18.7,34800,42800,81.3,2012,Northumberland,nuts316
nuts316:Tyneside,UKC22,399400,542200,73.7,353600,542200,65.2,45900,399400,11.5,46000,406700,11.3,142700,542200,26.3,33400,142700,23.4,109300,142700,76.6,2012,Tyneside,nuts316
nuts316:Sunderland,UKC23,130100,178700,72.8,119000,178700,66.6,11100,130100,8.5,11200,132200,8.5,48600,178700,27.2,12900,48600,26.7,35600,48600,73.3,2012,Sunderland,nuts316
nuts316:West Cumbria,UKD11,109800,143800,76.4,101900,143800,70.9,7900,109800,7.2,7900,111900,7.1,34000,143800,23.6,6900,34000,20.2,27100,34000,79.8,2012,West Cumbria,nuts316
nuts316:East Cumbria,UKD12,132000,161300,81.9,126100,161300,78.2,5900,132000,4.5,5900,140700,4.2,29300,161300,18.1,5500,29300,18.7,23800,29300,81.3,2012,East Cumbria,nuts316
nuts316:Manchester,UKD33,246100,357600,68.8,213600,357600,59.7,32400,246100,13.2,32700,247900,13.2,111500,357600,31.2,31900,111500,28.6,79600,111500,71.4,2012,Manchester,nuts316
nuts316:Greater Manchester South West,UKD34,226100,298800,75.7,207300,298800,69.4,18900,226100,8.3,19000,231500,8.2,72700,298800,24.3,15300,72700,21,57400,72700,79,2012,Greater Manchester South West,nuts316
nuts316:Greater Manchester South East,UKD35,244800,318700,76.8,226500,318700,71.1,18300,244800,7.5,18300,251000,7.3,73900,318700,23.2,18500,73900,25,55400,73900,75,2012,Greater Manchester South East,nuts316
nuts316:Greater Manchester North West,UKD36,285400,380300,75,259700,380300,68.3,25700,285400,9,25900,292000,8.9,95000,380300,25,23800,95000,25.1,71200,95000,74.9,2012,Greater Manchester North West,nuts316
nuts316:Greater Manchester North East,UKD37,292900,393100,74.5,263500,393100,67,29300,292900,10,29700,299400,9.9,100300,393100,25.5,28500,100300,28.4,71800,100300,71.6,2012,Greater Manchester North East,nuts316
nuts316:Blackburn with Darwen,UKD41,64900,93100,69.7,58600,93100,63,6300,64900,9.7,6400,66100,9.7,28200,93100,30.3,6400,28200,22.8,21800,28200,77.2,2012,Blackburn with Darwen,nuts316
nuts316:Blackpool,UKD42,63800,85300,74.7,58100,85300,68.1,5600,63800,8.8,5700,65700,8.6,21600,85300,25.3,6300,21600,29.3,15300,21600,70.7,2012,Blackpool,nuts316
nuts316:Lancaster and Wyre,UKD44,108500,150500,72.1,99500,150500,66.1,8900,108500,8.2,8900,114100,7.8,42100,150500,27.9,8900,42100,21.2,33100,42100,78.8,2012,Lancaster and Wyre,nuts316
nuts316:Mid Lancashire,UKD45,194200,245300,79.2,177500,245300,72.4,16700,194200,8.6,16700,198900,8.4,51100,245300,20.8,13200,51100,25.8,37900,51100,74.2,2012,Mid Lancashire,nuts316
nuts316:East Lancashire,UKD46,160100,204000,78.5,147200,204000,72.1,12900,160100,8.1,13500,164300,8.2,43900,204000,21.5,8500,43900,19.3,35400,43900,80.7,2012,East Lancashire,nuts316
nuts316:Chorley and West Lancashire,UKD47,106000,134400,78.9,99000,134400,73.7,6900,106000,6.6,6900,109000,6.4,28400,134400,21.1,9400,28400,33,19000,28400,67,2012,Chorley and West Lancashire,nuts316
nuts316:Warrington,UKD61,105300,129900,81.1,99900,129900,76.9,5400,105300,5.1,5400,106500,5.1,24600,129900,18.9,7700,24600,31.2,16900,24600,68.8,2012,Warrington,nuts316
nuts316:Cheshire East,UKD62,183300,230700,79.4,172600,230700,74.8,10600,183300,5.8,10600,190700,5.6,47400,230700,20.6,10500,47400,22.1,36900,47400,77.9,2012,Cheshire East,nuts316
nuts316:Cheshire West and Chester,UKD63,160400,204800,78.3,148900,204800,72.7,11400,160400,7.1,11400,164300,6.9,44500,204800,21.7,9200,44500,20.6,35300,44500,79.4,2012,Cheshire West and Chester,nuts316
nuts316:East Merseyside,UKD71,210800,284300,74.1,188400,284300,66.3,22400,210800,10.6,22500,214900,10.5,73500,284300,25.9,20400,73500,27.8,53100,73500,72.2,2012,East Merseyside,nuts316
nuts316:Liverpool,UKD72,218900,320500,68.3,193100,320500,60.2,25800,218900,11.8,25800,221600,11.6,101600,320500,31.7,22400,101600,22,79200,101600,78,2012,Liverpool,nuts316
nuts316:Sefton,UKD73,128200,167400,76.6,117300,167400,70.1,10900,128200,8.5,10900,131600,8.3,39200,167400,23.4,7900,39200,20.2,31300,39200,79.8,2012,Sefton,nuts316
